Full_Name,First_Name,Last_Name,DOB,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2
The National University of Advanced Legal Studies,,,,,,,
The Neotia University,,,,,,,
The Northcap University,,,,,,,
The Sanskrit College and University,,,,,,,
The West Bengal National University of Juridical Sciences,,,,,,,
Thiruvalluvar University,,,,,,,
Thunchath Ezhuthachan Malayalam University,,,,,,,
Tilak Maharashtra Vidyapeeth,,,,,,,
Tilka Manjhi Bhagalpur University,,,,,,,
TransDisciplinary University,,,,,,,
Tripura University,,,,,,,
Tumkur University,,,,,,,
U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan,,,,,,,
UKA Tarsadia University,,,,,,,
"University of Agricultural and Horticultural Sciences, Shivamogga",,,,,,,
"University of Agricultural Sciences, Bangalore",,,,,,,
"University of Agricultural Sciences, Dharwad",,,,,,,
"University of Agricultural Sciences, Raichur",,,,,,,
University of Allahabad,,,,,,,
University of Burdwan,,,,,,,
University of Calcutta,,,,,,,
University of Calicut,,,,,,,
University of Delhi,,,,,,,
"University of Engineering and Management, Kolkata",,,,,,,
University of Gour Banga,,,,,,,
"University of Horticultural Sciences, Bagalkot",,,,,,,
University of Hyderabad,,,,,,,
University of Jammu,,,,,,,
University of Kalyani,,,,,,,
University of Kashmir,,,,,,,
University of Kerala,,,,,,,
University of Kota,,,,,,,
University of Lucknow,,,,,,,
University of Madras,,,,,,,
University of Mumbai,,,,,,,
University of Mysore,,,,,,,
University of North Bengal,,,,,,,
University of Patanjali,,,,,,,
University of Petroleum and Energy Studies,,,,,,,
University of Rajasthan,,,,,,,
"University of Science and Technology, Meghalaya",,,,,,,
University of Solapur,,,,,,,
University of Technology,,,,,,,
University of Technology and Management,,,,,,,
Usha Martin University,,,,,,,
Utkal University,,,,,,,
Utkal University of Culture,,,,,,,
Uttar Banga Krishi Viswavidyalaya,,,,,,,
Uttar Pradesh University of Medical Sciences,,,,,,,
Uttarakhand Aawasiya Vishwavidyalaya,,,,,,,
Uttarakhand Ayurved University,,,,,,,
Uttarakhand Technical University,,,,,,,
Uttarakhand University of Horticulture and Forestry,,,,,,,
Uttaranchal Sanskrit University,,,,,,,
Uttaranchal University,,,,,,,
Vasantrao Naik Marathwada Krishi Vidyapeeth,,,,,,,
Veer Bahadur Singh Purvanchal University,,,,,,,
Veer Kunwar Singh University,,,,,,,
Veer Narmad South Gujarat University,,,,,,,
Veer Surendra Sai University of Technology,,,,,,,
Vel Tech Dr.RR and Dr.SR Technical University,,,,,,,
Vels University,,,,,,,
Vidyasagar University,,,,,,,
Vignan University,,,,,,,
Vijayanagara Sri Krishnadevaraya University,,,,,,,
Vikram University,,,,,,,
Vikrama Simhapuri University,,,,,,,
Vinayaka Missions Sikkim University,,,,,,,
Vinayaka Missions University,,,,,,,
Vinoba Bhave University,,,,,,,
Vishwakarma University,,,,,,,
Visva-Bharati University,,,,,,,
Visvesvaraya National Institute of Technology,,,,,,,
Visvesvaraya Technological University,,,,,,,
VIT Bhopal University,,,,,,,
VIT University,,,,,,,
Vivekananda Global University,,,,,,,
West Bengal State University,,,,,,,
West Bengal University of Animal and Fishery Sciences,,,,,,,
West Bengal University of Health Sciences,,,,,,,
"West Bengal University of Teachers' Training, Education Planning and Administration",,,,,,,
"William Carey University, India",,,,,,,
"William Carey University, Meghalaya",,,,,,,
Xavier University Bhubaneswar,,,,,,,
YBN University,,,,,,,
Yenepoya University,,,,,,,
YMCA University of Science and Technology,,,,,,,
Yogi Vemana University,,,,,,,
A.p.g. University,,,,,,,
Acharya N G Ranga Andhra Pradesh Agricultural University,,,,,,,
Ahmadabad University,,,,,,,
All India Institute Of Medical Sciences,,,,,,,
Allahabad University,,,,,,,
Amet University Chennai,,,,,,,
Amity University Delhi,,,,,,,
Amravati University,,,,,,,
Amrita Institute Of Technology Science,,,,,,,
Amrita Vishwa Vidyapeetham University,,,,,,,
Anna University Chennai,,,,,,,
Anna University Coimbatore,,,,,,,
Anna University Tiruchirappalli,,,,,,,
Anna University Tirunelveli,,,,,,,
Assam Rajiv Gandhi University Of Co-operative Management,,,,,,,
Assam Science & Technology University,,,,,,,
Auro University Of Hospitality And Management,,,,,,,
Avinashilingam Institute For Home Science And Higher Education For Women Deemed University,,,,,,,
Avinashilingam University For Women,,,,,,,
Ayush And Health Sciences University,,,,,,,
B N Mandal University Madhepura,,,,,,,
B R Ambedkar Bihar University,,,,,,,
B. S. Abdur Rahman University,,,,,,,
B.l.d.e. University,,,,,,,
Indian Institute of Science Bangalore.,,,,,,,
Jawaharlal Nehru University.,,,,,,,
Banaras Hindu University.,,,,,,,
Jawaharlal Nehru Centre for Advanced Scientific Research.,,,,,,,
Jadavpur University.,,,,,,,
Anna University.,,,,,,,
University of Hyderabad.,,,,,,,
University of Delhi.,,,,,,,
Amrita Vishwa Vidyapeetham.,,,,,,,
Savitribai Phule Pune University.,,,,,,,
Aligarh Muslim University.,,,,,,,
Jamia Millia Islamia.,,,,,,,
Birla Institute of Technology & Science -Pilani.,,,,,,,
Vellore Institute of Technology.,,,,,,,
Indian Agricultural Research Institute.,,,,,,,
Calcutta University.,,,,,,,
Tamil Nadu Agricultural University.,,,,,,,
Manipal Academy of Higher Education-Manipal.,,,,,,,
Visva Bharati.,,,,,,,
Siksha`O` Anusandhan University.,,,,,,,
Homi Bhabha National Institute.,,,,,,,
Bharath Institute of Higher Education & Research.,,,,,,,
Osmania University.,,,,,,,
"Punjab Agricultural University, Ludhiana.",,,,,,,
Institute of Chemical Technology.,,,,,,,
Jamia Hamdard.,,,,,,,
Gauhati University.,,,,,,,
Bharathiar University.,,,,,,,
Kerala University.,,,,,,,
Tezpur University.,,,,,,,
TATA Institute of Social Sciences.,,,,,,,
Shanmugha Arts Science Technology & Research Academy (SASTRA).,,,,,,,
Panjab University.,,,,,,,
S.R.M Institute of Science and Technology.,,,,,,,
Indian Institute of Space Science and Technology.,,,,,,,
Mysore University.,,,,,,,
Pondicherry University.,,,,,,,
Tamil Nadu Veterinary & Animal Sciences University.,,,,,,,
Sri Ramachandra University.,,,,,,,
Anand Agricultural University.,,,,,,,
University of Madras.,,,,,,,
Sri Venkateswara University.,,,,,,,
Andhra University.,,,,,,,
Sathyabama Institute of Science and Technology.,,,,,,,
Jagadguru Sri Shivarathreeshwara University.,,,,,,,
Thapar University.,,,,,,,
Dr. D. Y. Patil Vidyapeeth Pune.,,,,,,,
North Eastern Hill University.,,,,,,,
Kalinga Institute of Industrial Technology.,,,,,,,
Guru Angad Dev Veterinary & Animal Sciences University.,,,,,,,
Dr. Y.S.Parmar University of Horticulture & Forestry.,,,,,,,
AMITY University.,,,,,,,
Banasthali Vidyapith.,,,,,,,
Bharati Vidyapeeth.,,,,,,,
Saveetha Institute of Medical and Technical Sciences.,,,,,,,
Annamalai University.,,,,,,,
Calicut University.,,,,,,,
Mizoram University.,,,,,,,
Kurukshetra University.,,,,,,,
Shiv Nadar University.,,,,,,,
Symbiosis International University.,,,,,,,
KLE Academy of Higher Education and Research.,,,,,,,
University of Jammu.,,,,,,,
Goa University-Goa.,,,,,,,
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology.,,,,,,,
Kalyani University.,,,,,,,
Mahatma Gandhi Unversity.,,,,,,,
Rajasthan University of Veterinary & Animal Sciences.,,,,,,,
Sri Sathya Sai Institute of Higher Learning.,,,,,,,
Meenakshi Academy of Higher Education and Research.,,,,,,,
Karunya Institute of Technology and Sciences-Coimbatore.,,,,,,,
Dayalbagh Educational Institute.,,,,,,,
University of Kashmir.,,,,,,,
Dibrugarh University.,,,,,,,
Nirma University.,,,,,,,
Rajiv Gandhi University.,,,,,,,
Madurai Kamraj University.,,,,,,,
Sri Venkateswara Veterinary University.,,,,,,,
Rajasthan University.,,,,,,,
Guru Nanak Dev University.,,,,,,,
Jaypee Institute of Information Technology.,,,,,,,
Guru Gobind Singh Indraprastha University.,,,,,,,
Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus.,,,,,,,
NITTE University.,,,,,,,
Periyar University.,,,,,,,
Cochin University of Science and Technology.,,,,,,,
Vidyasagar University.,,,,,,,
Bharathidasan University.,,,,,,,
Gandhi Institute of Technology and Management (GITAM).,,,,,,,
Karpagam Academy of Higher Education.,,,,,,,
The Gandhigram Rural Institute - Deemed University.,,,,,,,
Assam University-Silchar.,,,,,,,
Jaypee University of Information Technology-Solan.,,,,,,,
PES University.,,,,,,,
University of Allahabad.,,,,,,,
Sri Krishnadevaraya University.,,,,,,,
Alagappa University.,,,,,,,
Narsee Monjee Institute of Management Studies -Mumbai.,,,,,,,
Jawaharlal Nehru Technological University.,,,,,,,
B.S. Abdur Rahman Institute of Science and Technology.,,,,,,,
School of Planning and Architecture,,,,,,,
Mahatma Gandhi Central University North Bihar,,,,,,,
Guru Ghasidas University,,,,,,,
Indira Gandhi National Open University,,,,,,,
English and Foreign Languages University,,,,,,,
Baba Farid University,,,,,,,
Baba Ghulam Shah Badshah University,,,,,,,
Baba Mast Nath University,,,,,,,
Baba Saheb Dr B R Ambedkar College Of Agricultural,,,,,,,
Babasaheb Bhimarao Ambedkar University,,,,,,,
Baddi University Of Emerging Sciences & Technology,,,,,,,
Banashtali University,,,,,,,
Barkatullah Vishwavidyalaya University,,,,,,,
Bengal Engineering Science University,,,,,,,
Bharat Ratna Dr. B.r. Ambedkar University,,,,,,,
Bharath University Chennai,,,,,,,
Bharathiyar University,,,,,,,
Bharati Vidyapeeth Deemed University,,,,,,,
Bhatkhande Music Institute University,,,,,,,
Bhavnagar University,,,,,,,
Biju Patnaik University Of Technology Bput,,,,,,,
Birla Institute Of Technology Ranchi,,,,,,,
Burdwan University,,,,,,,
Calcutta University,,,,,,,
Calorx Teacher's University,,,,,,,
Center For Environmental Planning And Technology,,,,,,,
Central Institute Of Higher Tibetan Studies,,,,,,,
Central University Of Bihar,,,,,,,
Centre For Environmental Planning And Technology University,,,,,,,
Chandra Shekhar Azad University,,,,,,,
Charotar University Of Science & Technology,,,,,,,
Chhatrapati Shahuji Maharaj Medical University,,,,,,,
Chhatrapati Shahuji Maharaj University,,,,,,,
Chhattisgarh Swami Vivekanand Technical University,,,,,,,
Choudhury Charan Singh Haryana Agricultural University,,,,,,,
Choudhury Charan Singh University,,,,,,,
Christ Univesity,,,,,,,
Cochin University Of Science & Technology,,,,,,,
College Of Engg Technology,,,,,,,
D.y. Patil Educational Society,,,,,,,
Deccan College Post Graduate And Research Institute,,,,,,,
Deenbandhu Chhotu Ram University Of Sciences & Technology,,,,,,,
Dept Of Chemical Tech North University,,,,,,,
Don Bosco Universtiy,,,,,,,
Dr B R Ambedkar National Institute Of Technology,,,,,,,
Dr B R Ambedkar Open University,,,,,,,
Dr B R Ambedkar University,,,,,,,
Dr Babasaheb Ambedkar Marathwada University,,,,,,,
Dr Babasaheb Ambedkar Open University,,,,,,,
Dr Babasaheb Ambedkar Technological University,,,,,,,
Dr Balasaheb Sawant Konkan Krishi Vidypeeth,,,,,,,
Dr Harisingh Gour Vishwavidyalaya University,,,,,,,
Dr M G R Educational And Research Institute,,,,,,,
Dr N T R University Of Health Sciences,,,,,,,
Dr Panjabrao Deshmukh Krishi Vidyapeeth,,,,,,,
Dr Ram Manohar Lohia University,,,,,,,
Dr Y S Parmar University Of Horticulture Forestry,,,,,,,
Dr. B.r.ambedkar University,,,,,,,
Dr. K.n. Modi University,,,,,,,
Dr. Sarvepalli Radhakrishnan Rajasthan Ayurveda University,,,,,,,
Dr. Shukantla Mishra Uttar Pradesh Viklang Vishwavidyalaya,,,,,,,
Dr. Y.s.r. Horticultural University,,,,,,,
Dravidian University Chitoor,,,,,,,
E F L University,,,,,,,
Eastern Institute For Integrated Learning In Management University,,,,,,,
Efl University,,,,,,,
Faculty Of Agriculrtal Engineering,,,,,,,
Fakir Moham University,,,,,,,
G B Pant University Of Agriculture Tech,,,,,,,
Galgotia University,,,,,,,
Gautam Budh Technial University,,,,,,,
Gitam University,,,,,,,
Gujarat Vidyapeeth,,,,,,,
Gulbaraga University,,,,,,,
Guru Jambheshwar University,,,,,,,
Gurukula Kangri Vishwavidyalaya,,,,,,,
Hidayatullah National Law University Hnlu,,,,,,,
Hiht University,,,,,,,
Himachal Pradesh Agricultural University,,,,,,,
Hindustan Academy - Bangalore,,,,,,,
Hindustan University Chennai,,,,,,,
"Homi Bhabha National Institute,",,,,,,,
Homoeopathy University,,,,,,,
Icfai University,,,,,,,
Iis University,,,,,,,
"Indian Institute Of Information Technology, Allahabad",,,,,,,
"Indian Institute Of Information Technology, Design And Manufacturing Jabalpur",,,,,,,
Indian Law Institute,,,,,,,
Indian Marine Univesity,,,,,,,
Indira Gandhi Institute Of Medical Sciences,,,,,,,
Indira Gandhi Technological And Medical Science University,,,,,,,
Indira Kala Sangit Vishwavidyalaya,,,,,,,
Indraprastha University,,,,,,,
Institute Of Advanced Studies In Education Of Gandhi Vidya Mandir,,,,,,,
Institute Of Chartered Financial Analysts Of India (icfai),,,,,,,
Institute Of Chartered Financial Analysts Of India University,,,,,,,
Institute Of Medical Sciences Bhu Varanasi,,,,,,,
Institute Of Technology Banaras Hindu University,,,,,,,
Institute Of Technology For Womens University,,,,,,,
International Institute For Population Science,,,,,,,
International Institute Of Information Technology,,,,,,,
"Invertis University,",,,,,,,
Islamic University Of Science Technology,,,,,,,
Itm University,,,,,,,
J K Institute Of Applied Physics Technology,,,,,,,
J.e.c.r.c. University,,,,,,,
J.k. Lakshmipat University,,,,,,,
Jagadguru Ramanandacharya Sanskrit University,,,,,,,
Jain Vishva Bharati University,,,,,,,
Jamia Hamdard Deemed University,,,,,,,
Jamia Millia Islamia University,,,,,,,
Janardan Rai Nagar Rajasthan Vidyapeeth,,,,,,,
Jawaharlal Nehru Technological University Kakinada,,,,,,,
Jayoti Vidyapeeth Womens University,,,,,,,
Jaypee Institute Of Information Technology University,,,,,,,
Jaypee University Of Engineering & Technology,,,,,,,
Kachchh University,,,,,,,
Kalinga Institute Of Industrial Technology,,,,,,,
Kalyani University,,,,,,,
Kameshwar Singh Darbhangha Sanskrit University,,,,,,,
Karnataka Folklore University,,,,,,,
Karnataka State Open University,,,,,,,
Karnataka State Women University,,,,,,,
Karnataka University,,,,,,,
"Karnataka Veterinary, Animal & Fisheries Science University",,,,,,,
Karunya Institute Of Technology,,,,,,,
Karunya University Coimbatore,,,,,,,
Kerala University Of Fisheries & Ocean Studies,,,,,,,
Kerala Veterinary & Animal Sciences University,,,,,,,
King George Medical University,,,,,,,
Kota Open University,,,,,,,
Krishna Kanta Handique State Open University,,,,,,,
Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,,,,,,,
Lala Lajpat Rai University Of Veterinary,,,,,,,
Laxminarayan Institute Of Technology,,,,,,,
Lnm Institute Of Information Technology,,,,,,,
Lucknow University,,,,,,,
M J P Rohilkhand University,,,,,,,
M.v.n. University,,,,,,,
Madhya Pradesh Bhoj University,,,,,,,
Mahadev Desai Samajseva Mahavidyalaya,,,,,,,
Mahamaya Technical University,,,,,,,
Maharaj Vinayak Global University,,,,,,,
Maharaja Ganga Singh Uni Versity,,,,,,,
Maharaja Sayajirao University,,,,,,,
Maharashtra Animal & Fishery Sciences University,,,,,,,
Maharishi Dayanand Saraswati University,,,,,,,
Maharishi Markandeshwar University,,,,,,,
Maharishi Panini Sanskrit Vishwavidyalaya,,,,,,,
Maharshi Dayanand University,,,,,,,
Mahathma Gandhi University,,,,,,,
Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalay,,,,,,,
Mahatma Gandhi Gramodya Vishwavidyalaya,,,,,,,
Mahatma Gandhi University Of Medical Sciences Technology,,,,,,,
Mahatma Jyoti Rao Phu Le University,,,,,,,
Makhanlal Chaturvedi Rashtriya Patarkarita Vishwavidyalaya,,,,,,,
Malabar University,,,,,,,
Manav Rachna International University,,,,,,,
Manipal University Karnataka,,,,,,,
Manipur University Manipur,,,,,,,
Manyavar Shri K Anshi Ram Ji Urdu Arabi-farsi University,,,,,,,
Marathawada Krishi Vidyapeeth,,,,,,,
Marathwada Agricultural University,,,,,,,
Mizoram University Aizawl,,,,,,,
Mody Institute Of Technology And Science,,,,,,,
Mysore University,,,,,,,
Nagpur University,,,,,,,
Nalanda Open University,,,,,,,
Narendra Deva University Of Agriculture Technology,,,,,,,
National Brain Research Centre,,,,,,,
"National Institute Of Food Technology, Entrepreneurship & Management",,,,,,,
"National Institute Of Technology,warangal",,,,,,,
National Law School Of Indian University,,,,,,,
National Museum Institute Of History Of Art,,,,,,,
National School Of Drama,,,,,,,
National University Of Educational Planning Administration,,,,,,,
Nehru Gram Bharati University,,,,,,,
Netaji Subhas Open University,,,,,,,
"Nirma Institute Of Technology ,ahmedabad",,,,,,,
Noorul Islam University,,,,,,,
North Bengal University,,,,,,,
North Eastern Regional Institute Of Science & Technology,,,,,,,
